AnimalName,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous,AnimalClass,Симптомы_рус
donkey,weight loss,dull ness,inappetence,self-isolation,recumbency,Yes,хомячок,"потеря веса, скучный Несс, непристойность, самоизоляция, лежат"
mule,weight loss,dull ness,muscles problem,self-isolation,recumbency,Yes,хомячок,"потеря веса, скучный Несс, Проблема мышц, самоизоляция, лежат"
elephant,changed gait,dull ness,muscles problem,Pain,Pains,Yes,хомячок,"Измененная походка, скучный Несс, Проблема мышц, Боль, Боли"
elephant,changed gait,dull ness,diffuse,difficulty diagnosis,Anemia,Yes,хомячок,"Измененная походка, скучный Несс, рассеянный, Диагноз сложности, Анемия"
elephant,Difficulty in breathing,swelling problem,bleeding from wounds,frequent yawning,anorexia,Yes,хомячок,"Трудность в дыхании, Проблема набухания, кровотечение от ран, Частые зевы, анорексия"
elephant,undernutrition,drinking polluted water,listlessness,Staggering,anorexia,Yes,хомячок,"недоедание, Питье загрязненная вода, вялость, Ошеломляющий, анорексия"
deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes,хомячок,"впустую, спотыкается, вялость, слюни, Опубликовывающие уши"
elk,wasting,stumbling,listlessness,drooling,urination problem,Yes,хомячок,"впустую, спотыкается, вялость, слюни, Проблема мочеиспускания"
wapiti,wasting,stumbling,listlessness,drooling,urination problem,Yes,хомячок,"впустую, спотыкается, вялость, слюни, Проблема мочеиспускания"
deer,wasting,stumbling,listlessness,drooling,urination problem,Yes,хомячок,"впустую, спотыкается, вялость, слюни, Проблема мочеиспускания"
muledeer,wasting,stumbling,listlessness,drooling,urination problem,Yes,хомячок,"впустую, спотыкается, вялость, слюни, Проблема мочеиспускания"
black-taileddeer,wasting,stumbling,listlessness,drooling,urination problem,Yes,хомячок,"впустую, спотыкается, вялость, слюни, Проблема мочеиспускания"
sikadeer,wasting,stumbling,listlessness,drooling,urination problem,Yes,хомячок,"впустую, спотыкается, вялость, слюни, Проблема мочеиспускания"
white-taileddeer,wasting,stumbling,listlessness,drooling,drooping ears,Yes,хомячок,"впустую, спотыкается, вялость, слюни, Опубликовывающие уши"
reindeer,wasting,stumbling,listlessness,drooling,drooping ears,Yes,хомячок,"впустую, спотыкается, вялость, слюни, Опубликовывающие уши"
moos,wasting,stumbling,Fever,drooling,drooping ears,Yes,хомячок,"впустую, спотыкается, Высокая температура, слюни, Опубликовывающие уши"
tiger,feline infections,lymphosarcoma,difficulty breating,stomatitis,anaemia,Yes,кот,"кошачьи инфекции, Лимфосаркома, трудности дыхание, стоматит, анемия"
deer,sudden death,high temperature,difficulty breating,Weight loss,trembling,Yes,хомячок,"внезапная смерть, высокая температура, трудности дыхание, Потеря веса, дрожь"
cow,sudden death,high temperature,difficulty breating,Aneamia,trembling,Yes,хомячок,"внезапная смерть, высокая температура, трудности дыхание, Анемия, дрожь"
goat,sudden death,high temperature,difficulty breating,Staggering,trembling,Yes,хомячок,"внезапная смерть, высокая температура, трудности дыхание, Ошеломляющий, дрожь"
sheep,sudden death,high temperature,rapid pulse and heart rates,Depression,trembling,Yes,хомячок,"внезапная смерть, высокая температура, быстрый пульс и частота сердечных сокращений, Депрессия, дрожь"
buffaloes,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes,хомячок,"высокая температура, потеря аппетита, быстрый пульс и частота сердечных сокращений, хромота в пораженной ноге, депрессия"
sheep,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes,хомячок,"высокая температура, потеря аппетита, быстрый пульс и частота сердечных сокращений, хромота в пораженной ноге, депрессия"
goat,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes,хомячок,"высокая температура, потеря аппетита, быстрый пульс и частота сердечных сокращений, хромота в пораженной ноге, депрессия"
cow,fever,loss of appetite,swollen teats,lameness in affected leg,depression,Yes,хомячок,"высокая температура, потеря аппетита, опухшие соски, хромота в пораженной ноге, депрессия"
cow,swelling,nasal discharge,drooling,tiredness,fever,Yes,хомячок,"припухлость, носовая выделение, слюни, усталость, высокая температура"
sheep,eye discharges,nasal discharge,change their normal behaviour,high body temperature,lameness,Yes,хомячок,"сбросы глаз, носовая выделение, изменить их нормальное поведение, высокая температура тела, хромота"
dog,stop eating,stop drinking,change their normal behaviour,Lameness,Pains,Yes,собака,"Перестань есть, Перестань пить, изменить их нормальное поведение, Хромота, Боли"
fox,stop eating,stop drinking,change their normal behaviour,Weight loss,Pains,Yes,собака,"Перестань есть, Перестань пить, изменить их нормальное поведение, Потеря веса, Боли"
wolf,stop eating,stop drinking,change their normal behaviour,Depression,Pains,Yes,собака,"Перестань есть, Перестань пить, изменить их нормальное поведение, Депрессия, Боли"
hyena,stop eating,stop drinking,change their normal behaviour,diarrhea,Pains,Yes,собака,"Перестань есть, Перестань пить, изменить их нормальное поведение, диарея, Боли"
duck,Fever,Diffulty Swallowing,Excessive drooling,Staggering,Seizures,Yes,птица,"Высокая температура, Сложность глотания, Чрезмерный слюни, Ошеломляющий, Припадки"
duck,Fever,Diarrhea,Vomiting,Weight loss,Dehydration,Yes,птица,"Высокая температура, Диарея, Рвота, Потеря веса, Обезвоживание"
duck,Fever,Diarrhea,Coughing,Tiredness,Pains,Yes,птица,"Высокая температура, Диарея, Кашель, Усталость, Боли"
duck,Fever,Diarrhea,Coughing,Vomiting,Anorexia,Yes,птица,"Высокая температура, Диарея, Кашель, Рвота, Анорексия"
duck,Fever,Difficulty breathing,Coughing,Lethargy,Sneezing,Yes,птица,"Высокая температура, Трудности дыхание, Кашель, Летаргия, Чихание"
